Model year,Make,Model,Vehicle class,Combined (kWh/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h)
2024,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1S Quad Large (20"" Wheels)",Sport utility vehicle: Standard,32.5,465,0,0,10.0,13.0
2024,Rivian,"R1S All-Terrain Quad Large (20"" Wheels)",Sport utility vehicle: Standard,33.4,441,0,0,10.0,13.0
2024,Rivian,"R1S Quad Large (21"" Wheels)",Sport utility vehicle: Standard,29.5,517,0,0,10.0,13.0
2024,Rivian,"R1S Quad Large (22"" Wheels)",Sport utility vehicle: Standard,30.7,488,0,0,10.0,13.0
2024,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,30.6,494,0,0,10.0,13.0
2024,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,30.6,494,0,0,10.0,13.0
2024,Rivian,"R1T Dual Large (21"" Wheels)",Pickup truck: Standard,26.9,566,0,0,10.0,13.0
2024,Rivian,"R1T Performance Dual Large (21"" Wheels)",Pickup truck: Standard,26.9,566,0,0,10.0,13.0
2024,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,27.6,549,0,0,10.0,13.0
2024,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,27.6,549,0,0,10.0,13.0
2024,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,28.7,571,0,0,10.0,14.5
2024,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,28.7,571,0,0,10.0,14.5
2024,Rivian,"R1T Dual Max (21"" Wheels)",Pickup truck: Standard,24.8,661,0,0,10.0,14.5
2024,Rivian,"R1T Performance Dual Max (21"" Wheels)",Pickup truck: Standard,24.8,661,0,0,10.0,14.5
2024,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1T Quad Large (20"" Wheels)",Pickup truck: Standard,32.5,465,0,0,10.0,13.0
2024,Rivian,"R1T All-Terrain Quad Large (20"" Wheels)",Pickup truck: Standard,33.4,441,0,0,10.0,13.0
2024,Rivian,"R1T Quad Large (21"" Wheels)",Pickup truck: Standard,28.7,528,0,0,10.0,13.0
2024,Rivian,"R1T Quad Large (22"" Wheels)",Pickup truck: Standard,30.7,488,0,0,10.0,13.0
2024,Rolls-Royce,"Spectre (22"" Wheels)",Compact,25.8,468,0,0,10.0,11.0
2024,Rolls-Royce,"Spectre (23"" Wheels)",Compact,28.2,428,0,0,10.0,11.0
2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,26.8,451,0,0,10.0,11.0
2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,28.5,425,0,0,10.0,11.0
2024,Subaru,Solterra AWD,Sport utility vehicle: Small,20.5,359,0,0,10.0,11.0
2024,Tesla,Model 3 RWD,Mid-size,15.8,438,0,0,10.0,8.5
2024,Tesla,Model 3 RWD (Import),Mid-size,15.4,438,0,0,10.0,8.5
2024,Tesla,Model 3 Long Range AWD,Mid-size,16.1,549,0,0,10.0,10.0
2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,16.2,549,0,0,10.0,10.0
2024,Tesla,Model S,Full-size,17.2,647,0,0,10.0,15.0
2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,19.6,578,0,0,10.0,15.0
2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,21.9,515,0,0,10.0,15.0
2024,Tesla,Model X,Sport utility vehicle: Standard,20.9,539,0,0,10.0,14.0
2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,21.5,525,0,0,10.0,14.0
2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,23.2,483,0,0,10.0,14.0
2024,Tesla,Model Y RWD,Sport utility vehicle: Small,17.3,394,0,0,10.0,8.0
2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,17.8,497,0,0,10.0,10.0
2024,Tesla,Model Y Performance,Sport utility vehicle: Small,19.2,459,0,0,10.0,10.0
2024,Toyota,bZ4X,Sport utility vehicle: Small,17.6,406,0,0,10.0,11.0
2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,20.1,367,0,0,10.0,11.0
2024,VinFast,VF8 ECO,Sport utility vehicle: Small,27.8,425,0,0,10.0,12.0
2024,VinFast,VF8 PLUS,Sport utility vehicle: Small,29.5,356,0,0,10.0,12.0
2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,45.9,391,0,0,10.0,12.0
2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,27.9,531,0,0,10.0,15.0
2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,30.5,468,0,0,10.0,15.0
2024,Volkswagen,ID.4,Sport utility vehicle: Small,19.6,332,0,0,10.0,6.0
2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,19.6,332,0,0,10.0,6.0
2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,18.5,468,0,0,10.0,8.0
2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,18.5,468,0,0,10.0,8.0
2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,20.5,423,0,0,10.0,8.0
2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,20.5,423,0,0,10.0,8.0
2024,Volvo,C40 Recharge,Sport utility vehicle: Small,19.6,478,0,0,10.0,8.0
2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,21.2,414,0,0,10.0,8.0
2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,19.7,472,0,0,10.0,8.0
2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,21.4,409,0,0,10.0,8.0
