Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2009,Mercedes-Benz,CLK 550,Subcompact,5.5,8,A7,Z,16.1,10.7,13.7,21,315,n/a,n/a
2009,Mercedes-Benz,CLK 550 Cabriolet,Subcompact,5.5,8,A7,Z,16.2,11.1,13.9,20,320,n/a,n/a
2009,Mercedes-Benz,CLK 63 AMG,Subcompact,6.2,8,AS7,Z,19.9,12.5,16.5,17,380,n/a,n/a
2009,Mercedes-Benz,CLS 550,Compact,5.5,8,A7,Z,16.8,11.2,14.3,20,329,n/a,n/a
2009,Mercedes-Benz,CLS 63 AMG,Compact,6.2,8,AS7,Z,19.6,13.1,16.7,17,384,n/a,n/a
2009,Mercedes-Benz,E 300 4MATIC,Mid-size,3,6,A5,Z,13.9,10.4,12.3,23,283,n/a,n/a
2009,Mercedes-Benz,E 320 BlueTec,Mid-size,3,6,A7,D,10.3,7.3,9,31,243,n/a,n/a
2009,Mercedes-Benz,E 350 4MATIC,Mid-size,3.5,6,A5,Z,14.5,10.6,12.7,22,292,n/a,n/a
2009,Mercedes-Benz,E 350 4MATIC Wagon,Station wagon: Mid-size,3.5,6,A5,Z,14.9,11.1,13.2,21,304,n/a,n/a
2009,Mercedes-Benz,E 550 4MATIC,Mid-size,5.5,8,A7,Z,17.6,12.2,15.2,19,350,n/a,n/a
2009,Mercedes-Benz,E 63 AMG,Mid-size,6.2,8,AS7,Z,18.1,11.9,15.3,18,352,n/a,n/a
2009,Mercedes-Benz,G 55 AMG #,Sport utility vehicle,5.4,8,A5,Z,21.8,15.7,19,15,437,n/a,n/a
2009,Mercedes-Benz,G 550,Sport utility vehicle,5.5,8,A7,Z,20.6,16.1,18.6,15,428,n/a,n/a
2009,Mercedes-Benz,GL 320 BlueTec 4MATIC,Sport utility vehicle,3,6,A7,D,13.9,10.4,12.3,23,332,n/a,n/a
2009,Mercedes-Benz,GL 450 4MATIC,Sport utility vehicle,4.7,8,A7,Z,18.2,13.5,16.1,18,370,n/a,n/a
2009,Mercedes-Benz,GL 550 4MATIC,Sport utility vehicle,5.5,8,A7,Z,18.4,13.7,16.3,17,375,n/a,n/a
2009,Mercedes-Benz,Maybach 57,Full-size,5.5,12,A5,Z,23.2,15.1,19.5,14,449,n/a,n/a
2009,Mercedes-Benz,Maybach 57S,Full-size,6,12,A5,Z,23.3,15.1,19.6,14,451,n/a,n/a
2009,Mercedes-Benz,Maybach 62,Full-size,5.5,12,A5,Z,23.2,15.1,19.5,14,449,n/a,n/a
2009,Mercedes-Benz,Maybach 62S,Full-size,6,12,A5,Z,23.3,15.1,19.6,14,451,n/a,n/a
2009,Mercedes-Benz,ML 320 BlueTec 4MATIC,Sport utility vehicle,3,6,A7,D,13.3,9.7,11.7,24,316,n/a,n/a
2009,Mercedes-Benz,ML 350 4MATIC,Sport utility vehicle,3.5,6,A7,Z,15.9,12,14.1,20,324,n/a,n/a
2009,Mercedes-Benz,ML 550 4MATIC,Sport utility vehicle,5.5,8,A7,Z,17.8,13.1,15.7,18,361,n/a,n/a
2009,Mercedes-Benz,ML 63 AMG,Sport utility vehicle,6.2,8,AS7,Z,22.4,16.3,19.7,14,453,n/a,n/a
2009,Mercedes-Benz,R 320 BlueTec 4MATIC,Sport utility vehicle,3,6,A7,D,13.1,9.8,11.6,24,313,n/a,n/a
2009,Mercedes-Benz,R 350 4MATIC,Sport utility vehicle,3.5,6,A7,Z,16.1,12.1,14.3,20,329,n/a,n/a
2009,Mercedes-Benz,S 450 4MATIC,Full-size,4.7,8,A7,Z,15.9,10.6,13.5,21,311,n/a,n/a
2009,Mercedes-Benz,S 550 4MATIC,Full-size,5.5,8,A7,Z,16.6,11,14.1,20,324,n/a,n/a
2009,Mercedes-Benz,S 600,Full-size,5.5,12,A5,Z,20.8,13.5,17.5,16,403,n/a,n/a
2009,Mercedes-Benz,S 63 AMG,Full-size,6.2,8,AS7,Z,20.7,13.1,17.3,16,398,n/a,n/a
2009,Mercedes-Benz,S 65 AMG,Full-size,6,12,AS5,Z,21.4,14.1,18.1,16,416,n/a,n/a
2009,Mercedes-Benz,SL 550,Two-seater,5.5,8,A7,Z,17.6,11.1,14.6,19,336,n/a,n/a
2009,Mercedes-Benz,SL 600,Two-seater,5.5,12,A5,Z,20.4,13.4,17.2,16,396,n/a,n/a
2009,Mercedes-Benz,SL 63 AMG,Two-seater,6.2,8,AS7,Z,19.8,12.5,16.5,17,380,n/a,n/a
2009,Mercedes-Benz,SL 65 AMG,Two-seater,6,12,AS5,Z,20.4,13.1,17.1,17,393,n/a,n/a
2009,Mercedes-Benz,SLK 300,Two-seater,3,6,A7,Z,12.7,9,11,26,253,n/a,n/a
2009,Mercedes-Benz,SLK 300,Two-seater,3,6,M6,Z,13.4,9.1,11.5,25,265,n/a,n/a
2009,Mercedes-Benz,SLK 350,Two-seater,3.5,6,A7,Z,13.1,9.5,11.5,25,265,n/a,n/a
2009,Mercedes-Benz,SLK 350,Two-seater,3.5,6,M6,Z,14.2,9.5,12.1,23,278,n/a,n/a
2009,Mercedes-Benz,SLK 55 AMG,Two-seater,5.4,8,AS7,Z,16.5,10.6,13.9,20,320,n/a,n/a
2009,Mercedes-Benz,SLR McLaren #,Two-seater,5.4,8,AS5,Z,19.3,14.7,17.2,16,396,n/a,n/a
2009,MINI,Cooper,Minicompact,1.6,4,A6,Z,9.2,6.8,8.1,35,186,n/a,n/a
2009,MINI,Cooper,Minicompact,1.6,4,M6,Z,8.3,6.4,7.4,38,170,n/a,n/a
2009,MINI,Cooper Clubman,Subcompact,1.6,4,A6,Z,9.2,6.8,8.1,35,186,n/a,n/a
2009,MINI,Cooper Clubman,Subcompact,1.6,4,M6,Z,8.3,6.4,7.4,38,170,n/a,n/a
2009,MINI,Cooper Convertible,Minicompact,1.6,4,A6,Z,9.2,6.8,8.1,35,186,n/a,n/a
2009,MINI,Cooper Convertible,Minicompact,1.6,4,M6,Z,8.3,6.4,7.4,38,170,n/a,n/a
2009,MINI,Cooper S,Minicompact,1.6,4,A6,Z,10,7.4,8.8,32,202,n/a,n/a
2009,MINI,Cooper S,Minicompact,1.6,4,M6,Z,9.1,6.8,8.1,35,186,n/a,n/a
2009,MINI,Cooper S Clubman,Subcompact,1.6,4,A6,Z,10,7.4,8.8,32,202,n/a,n/a
2009,MINI,Cooper S Clubman,Subcompact,1.6,4,M6,Z,9.1,6.8,8.1,35,186,n/a,n/a
2009,MINI,Cooper S Convertible,Minicompact,1.6,4,A6,Z,10,7.4,8.8,32,202,n/a,n/a
2009,MINI,Cooper S Convertible,Minicompact,1.6,4,M6,Z,9.1,6.8,8.1,35,186,n/a,n/a
2009,MINI,John Cooper Works,Minicompact,1.6,4,M6,Z,9.1,6.8,8.1,35,186,n/a,n/a
2009,MINI,John Cooper Works Clubman,Subcompact,1.6,4,M6,Z,9.1,6.8,8.1,35,186,n/a,n/a
2009,MINI,John Cooper Works Convertible,Minicompact,1.6,4,M6,Z,9.1,6.8,8.1,35,186,n/a,n/a
2009,Mitsubishi,Eclipse,Subcompact,2.4,4,AS4,X,12,9,10.7,26,246,n/a,n/a
2009,Mitsubishi,Eclipse,Subcompact,2.4,4,M5,X,11.9,8.7,10.5,27,242,n/a,n/a
2009,Mitsubishi,Eclipse,Subcompact,3.8,6,AS5,Z,14.6,9.8,12.4,23,285,n/a,n/a
2009,Mitsubishi,Eclipse,Subcompact,3.8,6,M6,Z,14.7,9.5,12.3,23,283,n/a,n/a
2009,Mitsubishi,Eclipse Spyder,Minicompact,2.4,4,AS4,X,12.2,9,10.8,26,248,n/a,n/a
2009,Mitsubishi,Eclipse Spyder,Minicompact,2.4,4,M5,X,11.9,8.7,10.5,27,242,n/a,n/a
2009,Mitsubishi,Eclipse Spyder,Minicompact,3.8,6,AS5,Z,14.6,9.8,12.4,23,285,n/a,n/a
2009,Mitsubishi,Eclipse Spyder,Minicompact,3.8,6,M6,Z,14.7,9.5,12.3,23,283,n/a,n/a
2009,Mitsubishi,Endeavor,Sport utility vehicle,3.8,6,AS4,X,15.3,11,13.4,21,308,n/a,n/a
2009,Mitsubishi,Endeavor AWD,Sport utility vehicle,3.8,6,AS4,X,15.9,12.1,14.2,20,327,n/a,n/a
2009,Mitsubishi,Galant,Mid-size,2.4,4,AS4,X,11.7,8.7,10.3,27,237,n/a,n/a
2009,Mitsubishi,Galant,Mid-size,3.8,6,AS5,Z,14.2,9.4,12,24,276,n/a,n/a
2009,Mitsubishi,Galant #,Mid-size,3.8,6,AS5,Z,14.5,9.6,12.3,23,283,n/a,n/a
2009,Mitsubishi,Lancer,Compact,2,4,AS6,Z,13.7,9.4,11.8,24,271,n/a,n/a
2009,Mitsubishi,Lancer,Compact,2,4,AV,X,10.9,8.3,9.7,29,223,n/a,n/a
2009,Mitsubishi,Lancer,Compact,2,4,M5,X,10.8,8,9.5,30,219,n/a,n/a
2009,Mitsubishi,Lancer,Compact,2.4,4,AV,X,11.3,8.8,10.2,28,235,n/a,n/a
2009,Mitsubishi,Lancer,Compact,2.4,4,M5,X,11.5,8.5,10.1,28,232,n/a,n/a
2009,Mitsubishi,Lancer Evolution Turbo,Compact,2,4,AS6,Z,14.3,10.5,12.6,22,290,n/a,n/a
2009,Mitsubishi,Lancer Evolution Turbo,Compact,2,4,M5,Z,14.5,10.6,12.7,22,292,n/a,n/a
2009,Mitsubishi,Lancer Sportback,Station wagon: Small,2,4,AS6,Z,13.7,9.5,11.8,24,271,n/a,n/a
2009,Mitsubishi,Lancer Sportback,Station wagon: Small,2.4,4,AV,X,11.3,8.8,10.2,28,235,n/a,n/a
2009,Mitsubishi,Lancer Sportback,Station wagon: Small,2.4,4,M5,X,11.8,8.8,10.5,27,242,n/a,n/a
2009,Mitsubishi,Outlander,Sport utility vehicle,2.4,4,AV,X,11.9,9.3,10.7,26,246,n/a,n/a
2009,Mitsubishi,Outlander 4X4,Sport utility vehicle,2.4,4,AV,X,12,9.5,10.9,26,251,n/a,n/a
2009,Mitsubishi,Outlander 4X4,Sport utility vehicle,3,6,AS6,X,13.5,9.7,11.8,24,271,n/a,n/a
2009,Nissan,350Z Roadster,Two-seater,3.5,6,AS5,Z,13.9,10.1,12.2,23,281,n/a,n/a
2009,Nissan,350Z Roadster,Two-seater,3.5,6,M6,Z,13.6,9.7,11.9,24,274,n/a,n/a
2009,Nissan,370Z Coupe,Two-seater,3.7,6,AS7,Z,12.9,9,11.1,25,255,n/a,n/a
2009,Nissan,370Z Coupe,Two-seater,3.7,6,M6,Z,13.1,9.1,11.3,25,260,n/a,n/a
2009,Nissan,Altima,Mid-size,2.5,4,AV,X,10.2,7.5,9,31,207,n/a,n/a
2009,Nissan,Altima,Mid-size,2.5,4,M6,X,10.2,7.3,8.9,32,205,n/a,n/a
2009,Nissan,Altima,Mid-size,3.5,6,AV,Z,12.1,9.1,10.8,26,248,n/a,n/a
2009,Nissan,Altima,Mid-size,3.5,6,M6,Z,12.9,8.7,11,26,253,n/a,n/a
2009,Nissan,Altima Hybrid,Mid-size,2.5,4,AV,X,6.8,7.1,6.9,41,159,n/a,n/a
2009,Nissan,Altima Coupe,Subcompact,2.5,4,AV,X,10.2,7.5,9,31,207,n/a,n/a
2009,Nissan,Altima Coupe,Subcompact,2.5,4,M6,X,10.2,7.3,8.9,32,205,n/a,n/a
2009,Nissan,Altima Coupe,Subcompact,3.5,6,AV,Z,12.1,9.1,10.8,26,248,n/a,n/a
2009,Nissan,Altima Coupe,Subcompact,3.5,6,M6,Z,12.9,8.7,11,26,253,n/a,n/a
2009,Nissan,Armada 4X4,Sport utility vehicle,5.6,8,A5,X,19.1,13.4,16.5,17,380,n/a,n/a
2009,Nissan,Frontier,Pickup truck: Small,2.5,4,A5,X,14.2,10.9,12.7,22,292,n/a,n/a
2009,Nissan,Frontier,Pickup truck: Small,2.5,4,M5,X,12.1,10.3,11.3,25,260,n/a,n/a
2009,Nissan,Frontier,Pickup truck: Small,4,6,A5,X,16.1,11.8,14.1,20,324,n/a,n/a
2009,Nissan,Frontier,Pickup truck: Small,4,6,M6,X,15.1,11.8,13.6,21,313,n/a,n/a
2009,Nissan,Frontier 4X4,Pickup truck: Small,4,6,A5,X,16.3,12.1,14.4,20,331,n/a,n/a
2009,Nissan,Frontier 4X4,Pickup truck: Small,4,6,M6,X,15.2,12.1,13.8,20,317,n/a,n/a
2009,Nissan,GT-R Turbo,Subcompact,3.8,6,AS6,Z,14.8,11.1,13.1,22,301,n/a,n/a
2009,Nissan,Maxima,Mid-size,3.5,6,AV,Z,12.2,9.1,10.8,26,248,n/a,n/a
2009,Nissan,Murano AWD,Sport utility vehicle,3.5,6,AV,Z,13.3,10.3,11.9,24,274,n/a,n/a
2009,Nissan,Pathfinder 4X4,Sport utility vehicle,4,6,A5,Z,16.5,12,14.5,19,334,n/a,n/a
2009,Nissan,Pathfinder 4X4,Sport utility vehicle,5.6,8,AS5,Z,18.6,13.4,16.3,17,375,n/a,n/a
2009,Nissan,Quest,Minivan,3.5,6,A5,Z,14.5,9.9,12.4,23,285,n/a,n/a
2009,Nissan,Rogue,Sport utility vehicle,2.5,4,AV,X,10.4,8.6,9.6,29,221,n/a,n/a
2009,Nissan,Rogue AWD,Sport utility vehicle,2.5,4,AV,X,10.8,9.1,10,28,230,n/a,n/a
2009,Nissan,Sentra,Mid-size,2,4,AV,X,9.3,7.1,8.3,34,191,n/a,n/a
2009,Nissan,Sentra,Mid-size,2,4,M6,X,9.7,7.6,8.8,32,202,n/a,n/a
2009,Nissan,Sentra,Mid-size,2.5,4,AV,X,10,7.8,9,31,207,n/a,n/a
2009,Nissan,Sentra,Mid-size,2.5,4,M6,Z,11.1,8.2,9.8,29,225,n/a,n/a
2009,Nissan,Titan,Pickup truck: Standard,5.6,8,A5,X,18.5,13.5,16.2,17,373,n/a,n/a
2009,Nissan,Titan 4X4,Pickup truck: Standard,5.6,8,A5,X,19.5,14.1,17,17,391,n/a,n/a
2009,Nissan,Versa,Mid-size,1.8,4,A4,X,9.8,7.4,8.7,32,200,n/a,n/a
2009,Nissan,Versa,Mid-size,1.8,4,AV,X,8.7,7.2,8,35,184,n/a,n/a
2009,Nissan,Versa,Mid-size,1.8,4,M6,X,9.2,7.5,8.4,34,193,n/a,n/a
2009,Nissan,Xterra 4X4,Sport utility vehicle,4,6,A5,X,16.2,11.9,14.2,20,327,n/a,n/a
2009,Nissan,Xterra 4X4,Sport utility vehicle,4,6,M6,X,15.1,12,13.7,21,315,n/a,n/a
2009,Pontiac,G3 Wave,Compact,1.6,4,A4,X,9.5,7,8.3,34,191,n/a,n/a
2009,Pontiac,G3 Wave,Compact,1.6,4,M5,X,9.2,6.8,8.1,35,186,n/a,n/a
2009,Pontiac,G3 Wave 5,Subcompact,1.6,4,A4,X,9.5,7,8.3,34,191,n/a,n/a
2009,Pontiac,G3 Wave 5,Subcompact,1.6,4,M5,X,9.2,6.8,8.1,35,186,n/a,n/a
2009,Pontiac,G5,Subcompact,2.2,4,A4,X,10,7.1,8.7,32,200,n/a,n/a
2009,Pontiac,G5,Subcompact,2.2,4,M5,X,9.7,7,8.5,33,196,n/a,n/a
2009,Pontiac,G5 XFE,Subcompact,2.2,4,M5,X,9.3,6.5,8,35,184,n/a,n/a
2009,Pontiac,G6,Compact,2.4,4,A4,X,10.9,7.8,9.5,30,219,n/a,n/a
2009,Pontiac,G6,Compact,2.4,4,AS6,X,10.8,7.1,9.1,31,209,n/a,n/a
2009,Pontiac,G6,Compact,3.5,6,A4,X,13.2,8.6,11.1,25,255,n/a,n/a
2009,Pontiac,G6 FFV,Compact,3.5,6,A4,X,12.2,8,10.3,27,237,n/a,n/a
2009,Pontiac,G6 FFV,Compact,3.5,6,A4,E,16.5,10.7,13.9,20,222,n/a,n/a
2009,Pontiac,G6,Compact,3.5,6,AS4,X,13.7,9,11.6,24,267,n/a,n/a
2009,Pontiac,G6 FFV,Compact,3.5,6,AS4,X,12.9,8.8,11,26,253,n/a,n/a
2009,Pontiac,G6 FFV,Compact,3.5,6,AS4,E,17.3,11.9,14.9,19,238,n/a,n/a
2009,Pontiac,G6,Compact,3.6,6,AS6,X,13.7,9.3,11.7,24,269,n/a,n/a
2009,Pontiac,G6 Convertible,Compact,3.5,6,AS4,X,13.7,9,11.6,24,267,n/a,n/a
2009,Pontiac,G6 Convertible,Compact,3.9,6,AS4,X,15.4,10.5,13.2,21,304,n/a,n/a
2009,Pontiac,G8,Full-size,3.6,6,AS5,X,13.7,9.5,11.8,24,271,n/a,n/a
2009,Pontiac,G8,Full-size,6,8,AS6,X,16.1,9.9,13.3,21,306,n/a,n/a
2009,Pontiac,Montana SV6,Minivan,3.9,6,A4,X,14.7,10.1,12.6,22,290,n/a,n/a
2009,Pontiac,Solstice,Two-seater,2.4,4,A5,Z,12.2,9.8,11.2,25,258,n/a,n/a
2009,Pontiac,Solstice,Two-seater,2.4,4,M5,Z,12.5,9.4,11.1,25,255,n/a,n/a
2009,Pontiac,Solstice Turbo,Two-seater,2,4,A5,Z,12.7,8.9,11,26,253,n/a,n/a
2009,Pontiac,Solstice Turbo,Two-seater,2,4,M5,Z,12.2,8.2,10.4,27,239,n/a,n/a
2009,Pontiac,Torrent,Sport utility vehicle,3.4,6,A5,X,13.7,9.8,12,24,276,n/a,n/a
2009,Pontiac,Torrent,Sport utility vehicle,3.6,6,AS6,X,14.2,9.9,12.3,23,283,n/a,n/a
2009,Pontiac,Torrent AWD,Sport utility vehicle,3.4,6,A5,X,13.7,9.8,12,24,276,n/a,n/a
2009,Pontiac,Torrent AWD,Sport utility vehicle,3.6,6,AS6,X,14.6,9.8,12.4,23,285,n/a,n/a
2009,Pontiac,Vibe,Station wagon: Small,1.8,4,A4,X,9.3,7.4,8.4,34,193,n/a,n/a
2009,Pontiac,Vibe,Station wagon: Small,1.8,4,M5,X,9.1,7.4,8.3,34,191,n/a,n/a
2009,Pontiac,Vibe,Station wagon: Small,2.4,4,AS5,X,11.1,8.2,9.8,29,225,n/a,n/a
2009,Pontiac,Vibe,Station wagon: Small,2.4,4,M5,X,11,8.6,9.9,29,228,n/a,n/a
2009,Pontiac,Vibe GT,Station wagon: Small,2.4,4,AS5,X,11.1,8.2,9.8,29,225,n/a,n/a
2009,Pontiac,Vibe GT,Station wagon: Small,2.4,4,M5,X,11,8.6,9.9,29,228,n/a,n/a
2009,Pontiac,Vibe AWD,Station wagon: Small,2.4,4,A4,X,11.7,9.3,10.6,27,244,n/a,n/a
2009,Porsche,911 GT2,Two-seater,3.6,6,M6,Z,15.1,10.3,12.9,22,297,n/a,n/a
2009,Porsche,911 Turbo,Two-seater,3.6,6,AS6,Z,15.4,10.1,13,22,299,n/a,n/a
2009,Porsche,911 Turbo,Two-seater,3.6,6,M6,Z,14.9,10.1,12.7,22,292,n/a,n/a
2009,Porsche,911 Turbo Cabriolet,Two-seater,3.6,6,AS6,Z,15.6,10.5,13.3,21,306,n/a,n/a
2009,Porsche,911 Turbo Cabriolet,Two-seater,3.6,6,M6,Z,15.2,9.9,12.8,22,294,n/a,n/a
2009,Porsche,Carrera,Minicompact,3.6,6,AS7,Z,12.7,8.7,10.9,26,251,n/a,n/a
2009,Porsche,Carrera,Minicompact,3.6,6,M6,Z,12.8,9.4,11.2,25,258,n/a,n/a
2009,Porsche,Carrera 4,Minicompact,3.6,6,AS7,Z,12.9,9,11.1,25,255,n/a,n/a
2009,Porsche,Carrera 4,Minicompact,3.6,6,M6,Z,12.9,9.4,11.3,25,260,n/a,n/a
2009,Porsche,Carrera Cabriolet,Minicompact,3.6,6,AS7,Z,12.7,8.7,10.9,26,251,n/a,n/a
2009,Porsche,Carrera Cabriolet,Minicompact,3.6,6,M6,Z,12.8,9.4,11.2,25,258,n/a,n/a
2009,Porsche,Carrera 4 Cabriolet,Minicompact,3.6,6,AS7,Z,13,9,11.2,25,258,n/a,n/a
2009,Porsche,Carrera 4 Cabriolet,Minicompact,3.6,6,M6,Z,12.9,9.4,11.3,25,260,n/a,n/a
2009,Porsche,Carrera S,Minicompact,3.8,6,AS7,Z,12.6,8.9,10.9,26,251,n/a,n/a
2009,Porsche,Carrera S,Minicompact,3.8,6,M6,Z,13,9.3,11.3,25,260,n/a,n/a
2009,Porsche,Carrera 4S,Minicompact,3.8,6,AS7,Z,12.8,8.9,11,26,253,n/a,n/a
2009,Porsche,Carrera 4S,Minicompact,3.8,6,M6,Z,13.3,9.5,11.6,24,267,n/a,n/a
2009,Porsche,Carrera S Cabriolet,Minicompact,3.8,6,AS7,Z,12.6,8.9,10.9,26,251,n/a,n/a
2009,Porsche,Carrera S Cabriolet,Minicompact,3.8,6,M6,Z,13,9.3,11.3,25,260,n/a,n/a
2009,Porsche,Carrera 4S Cabriolet,Minicompact,3.8,6,AS7,Z,12.8,8.9,11,26,253,n/a,n/a
2009,Porsche,Carrera 4S Cabriolet,Minicompact,3.8,6,M6,Z,13.3,9.5,11.6,24,267,n/a,n/a
2009,Porsche,Carrera 4 Targa,Minicompact,3.6,6,AS7,Z,13,9,11.2,25,258,n/a,n/a
2009,Porsche,Carrera 4 Targa,Minicompact,3.6,6,M6,Z,12.9,9.4,11.3,25,260,n/a,n/a
2009,Porsche,Carrera 4S Targa,Minicompact,3.8,6,AS7,Z,12.8,8.9,11,26,253,n/a,n/a
2009,Porsche,Carrera 4S Targa,Minicompact,3.8,6,M6,Z,13.3,9.5,11.6,24,267,n/a,n/a
2009,Porsche,Cayenne,Sport utility vehicle,3.6,6,AS6,Z,16.3,11.8,14.2,20,327,n/a,n/a
2009,Porsche,Cayenne,Sport utility vehicle,3.6,6,M6,Z,17.1,11.5,14.6,19,336,n/a,n/a
2009,Porsche,Cayenne S,Sport utility vehicle,4.8,8,AS6,Z,18.1,12.3,15.5,18,357,n/a,n/a
2009,Porsche,Cayenne GTS,Sport utility vehicle,4.8,8,AS6,Z,18,12.7,15.6,18,359,n/a,n/a
2009,Porsche,Cayenne GTS,Sport utility vehicle,4.8,8,M6,Z,21.4,13.7,17.9,16,412,n/a,n/a
2009,Porsche,Cayenne Turbo,Sport utility vehicle,4.8,8,AS6,Z,19.9,12.6,16.6,17,382,n/a,n/a
2009,Porsche,Cayenne Turbo Kit,Sport utility vehicle,4.8,8,AS6,Z,19.9,12.6,16.6,17,382,n/a,n/a
2009,Porsche,Cayenne Turbo S,Sport utility vehicle,4.8,8,AS6,Z,19.9,12.6,16.6,17,382,n/a,n/a
2009,Rolls-Royce,Phantom,Mid-size,6.7,12,A6,Z,20,13.4,17,17,391,n/a,n/a
2009,Rolls-Royce,Phantom Coupe,Compact,6.7,12,A6,Z,20,13.4,17,17,391,n/a,n/a
2009,Rolls-Royce,Phantom Drophead Coupe,Compact,6.7,12,A6,Z,20,13.4,17,17,391,n/a,n/a
2009,Saab,9-3 Convertible Turbo,Subcompact,2,4,AS5,Z,12.6,8.8,10.9,26,251,n/a,n/a
2009,Saab,9-3 Convertible Turbo,Subcompact,2,4,M6,Z,12.6,8.7,10.8,26,248,n/a,n/a
2009,Saab,9-3 Convertible Turbo,Subcompact,2.8,6,AS6,Z,15.4,9.8,12.9,22,297,n/a,n/a
2009,Saab,9-3 Convertible Turbo,Subcompact,2.8,6,M6,Z,14.9,9.1,12.3,23,283,n/a,n/a
2009,Saab,9-3 Sport Sedan Turbo,Compact,2,4,AS5,Z,12.7,8.5,10.8,26,248,n/a,n/a
2009,Saab,9-3 Sport Sedan Turbo,Compact,2,4,M6,Z,12.1,8.2,10.4,27,239,n/a,n/a
2009,Saab,9-3 Sport Sedan Turbo,Compact,2.8,6,AS6,Z,15.4,9.8,12.9,22,297,n/a,n/a
2009,Saab,9-3 Sport Sedan Turbo,Compact,2.8,6,M6,Z,14.9,9.1,12.3,23,283,n/a,n/a
2009,Saab,9-3 Sport Sedan AWD Turbo,Compact,2,4,AS6,Z,13.4,8.6,11.2,25,258,n/a,n/a
2009,Saab,9-3 Sport Sedan AWD Turbo,Compact,2,4,M6,Z,12.7,8.9,11,26,253,n/a,n/a
2009,Saab,9-3 Sport Sedan AWD Turbo,Compact,2.8,6,AS6,Z,15.4,9.8,12.9,22,297,n/a,n/a
2009,Saab,9-3 Sport Sedan AWD Turbo,Compact,2.8,6,M6,Z,15.5,9.8,13,22,299,n/a,n/a
2009,Saab,9-3 SportCombi Turbo,Station wagon: Small,2,4,AS5,Z,12.6,8.8,10.9,26,251,n/a,n/a
2009,Saab,9-3 SportCombi Turbo,Station wagon: Small,2,4,M6,Z,12.1,8.2,10.4,27,239,n/a,n/a
2009,Saab,9-3 SportCombi Turbo,Station wagon: Small,2.8,6,AS6,Z,15.4,9.8,12.9,22,297,n/a,n/a
2009,Saab,9-3 SportCombi Turbo,Station wagon: Small,2.8,6,M6,Z,14.9,9.1,12.3,23,283,n/a,n/a
2009,Saab,9-3 SportCombi AWD Turbo,Station wagon: Small,2,4,AS6,Z,13.4,8.6,11.2,25,258,n/a,n/a
2009,Saab,9-3 SportCombi AWD Turbo,Station wagon: Small,2,4,M6,Z,12.7,8.9,11,26,253,n/a,n/a
2009,Saab,9-3 SportCombi AWD Turbo,Station wagon: Small,2.8,6,AS6,Z,15.4,9.8,12.9,22,297,n/a,n/a
2009,Saab,9-3 SportCombi AWD Turbo,Station wagon: Small,2.8,6,M6,Z,15.5,9.8,13,22,299,n/a,n/a
2009,Saab,9-5 Sedan Turbo,Mid-size,2.3,4,AS5,Z,13.8,8.9,11.6,24,267,n/a,n/a
2009,Saab,9-5 Sedan Turbo,Mid-size,2.3,4,M5,Z,13.1,8.6,11.1,25,255,n/a,n/a
2009,Saab,9-5 SportCombi Turbo,Station wagon: Mid-size,2.3,4,AS5,Z,13.8,8.9,11.6,24,267,n/a,n/a
2009,Saab,9-5 SportCombi Turbo,Station wagon: Mid-size,2.3,4,M5,Z,13.1,8.6,11.1,25,255,n/a,n/a
2009,Saab,9-7X AWD,Sport utility vehicle,4.2,6,A4,X,16.9,11.9,14.7,19,338,n/a,n/a
2009,Saab,9-7X AWD,Sport utility vehicle,5.3,8,A4,X,16.5,11.7,14.3,20,329,n/a,n/a
2009,Saab,9-7X AWD,Sport utility vehicle,6,8,A4,Z,20,15.1,17.8,16,409,n/a,n/a
2009,Saturn,Astra,Compact,1.8,4,A4,X,9.7,7.9,8.9,32,205,n/a,n/a
2009,Saturn,Astra,Compact,1.8,4,M5,X,9.8,7.3,8.7,32,200,n/a,n/a
2009,Saturn,Aura,Mid-size,2.4,4,AS6,X,10.8,7.1,9.1,31,209,n/a,n/a
2009,Saturn,Aura,Mid-size,3.6,6,AS6,X,13.7,9.3,11.7,24,269,n/a,n/a
2009,Saturn,Aura Hybrid,Mid-size,2.4,4,A4,X,9.2,7,8.2,34,189,n/a,n/a
2009,Saturn,Outlook,Sport utility vehicle,3.6,6,A6,X,14.3,9.9,12.3,23,283,n/a,n/a
2009,Saturn,Outlook AWD,Sport utility vehicle,3.6,6,A6,X,14.7,10.4,12.8,22,294,n/a,n/a
2009,Saturn,SKY,Two-seater,2.4,4,A5,Z,12.2,9.8,11.2,25,258,n/a,n/a
2009,Saturn,SKY,Two-seater,2.4,4,M5,Z,12.5,9.4,11.1,25,255,n/a,n/a
2009,Saturn,SKY Turbo,Two-seater,2,4,A5,Z,12.7,8.9,11,26,253,n/a,n/a
2009,Saturn,SKY Turbo,Two-seater,2,4,M5,Z,12.2,8.2,10.4,27,239,n/a,n/a
2009,Saturn,Vue,Sport utility vehicle,2.4,4,A4,X,12.3,8.9,10.8,26,248,n/a,n/a
2009,Saturn,Vue,Sport utility vehicle,3.6,6,A6,X,14.2,9.9,12.3,23,283,n/a,n/a
